epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,28490.2,1.21255,0.71204,0.97526,0.66526,0.45457,0.51626,0.30657,1.7411,1.46102,1.23901,0.004192,0.004192,0.004192
178,28652.1,1.21206,0.71154,0.9746,0.67055,0.4532,0.51672,0.30671,1.74122,1.46303,1.2389,0.004159,0.004159,0.004159
179,28814.5,1.2124,0.71392,0.9738,0.67448,0.45285,0.51685,0.30692,1.74184,1.46754,1.23902,0.004126,0.004126,0.004126
180,28977.9,1.20706,0.71001,0.97289,0.67443,0.45335,0.51694,0.30705,1.74195,1.47016,1.23888,0.004093,0.004093,0.004093
181,29141.1,1.21301,0.71377,0.97408,0.67831,0.453,0.51722,0.30714,1.74198,1.47194,1.2386,0.00406,0.00406,0.00406
182,29303.9,1.2079,0.71098,0.9737,0.67976,0.45171,0.51737,0.30729,1.74206,1.4762,1.23849,0.004027,0.004027,0.004027
183,29465.2,1.20944,0.70935,0.97332,0.67747,0.45228,0.51747,0.30754,1.74257,1.48013,1.23856,0.003994,0.003994,0.003994
184,29626.3,1.20346,0.70745,0.97165,0.67042,0.45529,0.5175,0.30755,1.74273,1.48324,1.2385,0.003961,0.003961,0.003961
185,29790.8,1.21066,0.71117,0.97242,0.67129,0.45416,0.5172,0.30729,1.74332,1.48554,1.23846,0.003928,0.003928,0.003928
186,29956.4,1.20536,0.7053,0.97105,0.66676,0.45603,0.51706,0.3072,1.74351,1.48738,1.23836,0.003895,0.003895,0.003895
187,30122.4,1.20889,0.70972,0.97154,0.66404,0.45645,0.51719,0.30725,1.74358,1.48888,1.23832,0.003862,0.003862,0.003862
188,30287.8,1.20841,0.70668,0.97155,0.66424,0.45693,0.51743,0.30748,1.74373,1.49279,1.23841,0.003829,0.003829,0.003829
189,30450.4,1.20678,0.70746,0.97055,0.66099,0.45787,0.51761,0.30748,1.7441,1.49475,1.23849,0.003796,0.003796,0.003796
190,30609.7,1.20516,0.70448,0.97048,0.66041,0.45714,0.5175,0.30742,1.74426,1.49707,1.23844,0.003763,0.003763,0.003763
191,30772.7,1.20794,0.70813,0.97073,0.65885,0.45723,0.5174,0.30768,1.74452,1.49822,1.23838,0.00373,0.00373,0.00373
192,30937.6,1.20269,0.70431,0.97045,0.65857,0.45716,0.51715,0.30763,1.74555,1.50077,1.23859,0.003697,0.003697,0.003697
193,31100.6,1.20372,0.70452,0.97004,0.65704,0.45778,0.51735,0.30797,1.74601,1.50443,1.23866,0.003664,0.003664,0.003664
194,31263.2,1.19734,0.70068,0.9678,0.65041,0.46011,0.51744,0.30781,1.74669,1.50765,1.2388,0.003631,0.003631,0.003631
195,31425.1,1.19844,0.70117,0.96841,0.65601,0.45782,0.51756,0.30807,1.74749,1.51022,1.23908,0.003598,0.003598,0.003598
196,31588.8,1.20414,0.70353,0.96878,0.65638,0.45718,0.51757,0.30816,1.74831,1.51149,1.23914,0.003565,0.003565,0.003565
197,31751.9,1.20138,0.69987,0.9688,0.65451,0.45788,0.51764,0.30814,1.74856,1.51285,1.23913,0.003532,0.003532,0.003532
198,31914.6,1.19807,0.69891,0.9679,0.64966,0.45929,0.51742,0.30807,1.74884,1.51425,1.23917,0.003499,0.003499,0.003499
199,32077.1,1.19972,0.70032,0.96785,0.65137,0.45909,0.51738,0.30808,1.74985,1.51724,1.23949,0.003466,0.003466,0.003466
200,32239.4,1.20477,0.70278,0.96861,0.65122,0.45986,0.51743,0.30808,1.75076,1.51761,1.23988,0.003433,0.003433,0.003433
201,32404.1,1.19918,0.69797,0.96684,0.6517,0.45991,0.51746,0.3081,1.75172,1.51929,1.24019,0.0034,0.0034,0.0034
202,32567.6,1.19753,0.69831,0.96805,0.65088,0.46023,0.51738,0.30835,1.75246,1.521,1.2405,0.003367,0.003367,0.003367
203,32727.6,1.19783,0.69909,0.96668,0.65176,0.45956,0.51742,0.3084,1.7525,1.5233,1.24031,0.003334,0.003334,0.003334
204,32888.8,1.19706,0.69711,0.96682,0.65216,0.45842,0.51756,0.3084,1.75343,1.52418,1.24049,0.003301,0.003301,0.003301
205,33052.4,1.19374,0.69634,0.96701,0.65206,0.45817,0.5176,0.30844,1.75402,1.52527,1.24065,0.003268,0.003268,0.003268
206,33213.6,1.19813,0.69896,0.96611,0.65225,0.45798,0.51742,0.30857,1.75454,1.5271,1.24077,0.003235,0.003235,0.003235
207,33375.4,1.19423,0.69417,0.96498,0.65421,0.45769,0.51734,0.30854,1.75496,1.52922,1.2408,0.003202,0.003202,0.003202
208,33537.9,1.19618,0.69378,0.96615,0.65715,0.45594,0.51698,0.30816,1.75501,1.53136,1.24084,0.003169,0.003169,0.003169
209,33697.1,1.19698,0.69656,0.96578,0.65756,0.45619,0.51674,0.3082,1.75569,1.53496,1.24111,0.003136,0.003136,0.003136
210,33863.2,1.1927,0.69365,0.96465,0.65759,0.45604,0.51667,0.30819,1.75564,1.53734,1.24111,0.003103,0.003103,0.003103
211,34027.6,1.19275,0.69272,0.96598,0.65962,0.45486,0.51656,0.30812,1.75626,1.53885,1.24123,0.00307,0.00307,0.00307
212,34192.7,1.19681,0.6933,0.96637,0.65795,0.45626,0.51651,0.30816,1.75629,1.54207,1.24123,0.003037,0.003037,0.003037
213,34355.3,1.19311,0.69182,0.96688,0.65854,0.45487,0.51674,0.30844,1.75684,1.54454,1.24134,0.003004,0.003004,0.003004
214,34516.6,1.19146,0.69178,0.96648,0.65894,0.4547,0.51647,0.30838,1.75655,1.54557,1.24124,0.002971,0.002971,0.002971
215,34679.3,1.18769,0.69006,0.96344,0.65701,0.45655,0.51642,0.30832,1.75716,1.54604,1.24154,0.002938,0.002938,0.002938
216,34842.1,1.18956,0.68999,0.96421,0.65951,0.45587,0.51677,0.30847,1.75737,1.54775,1.24156,0.002905,0.002905,0.002905
217,35003.5,1.18584,0.68712,0.96335,0.65887,0.45551,0.51673,0.30844,1.75787,1.54981,1.24166,0.002872,0.002872,0.002872
218,35165.3,1.1905,0.68899,0.96378,0.65888,0.45661,0.51691,0.30854,1.75874,1.55047,1.24184,0.002839,0.002839,0.002839
219,35326.7,1.18834,0.69002,0.96395,0.65786,0.45656,0.51695,0.30864,1.75939,1.55237,1.24202,0.002806,0.002806,0.002806
220,35488.6,1.18879,0.68835,0.96401,0.66131,0.45476,0.51695,0.30861,1.75998,1.55383,1.24234,0.002773,0.002773,0.002773
221,35647.8,1.18678,0.68785,0.96407,0.66275,0.45375,0.51663,0.30838,1.76071,1.55591,1.24253,0.00274,0.00274,0.00274
222,35807.6,1.18485,0.68584,0.96301,0.66662,0.45365,0.51675,0.3084,1.76177,1.55671,1.24288,0.002707,0.002707,0.002707
223,35968.9,1.18178,0.68262,0.96071,0.66599,0.45396,0.51675,0.30805,1.76287,1.55903,1.24322,0.002674,0.002674,0.002674
224,36129.9,1.18353,0.6853,0.96173,0.65984,0.45661,0.51671,0.30799,1.76316,1.5612,1.24325,0.002641,0.002641,0.002641
225,36294.5,1.1818,0.68271,0.96179,0.66163,0.45591,0.51665,0.3082,1.76338,1.56261,1.24312,0.002608,0.002608,0.002608
226,36459.7,1.18568,0.68433,0.96114,0.66278,0.45599,0.51664,0.30801,1.7641,1.56317,1.24331,0.002575,0.002575,0.002575
227,36621.2,1.17794,0.68055,0.96048,0.66301,0.45591,0.5166,0.30763,1.76503,1.56541,1.24365,0.002542,0.002542,0.002542
228,36788.6,1.18704,0.68406,0.96284,0.66519,0.45608,0.51662,0.30797,1.76622,1.56714,1.24392,0.002509,0.002509,0.002509
229,36951.3,1.18239,0.68207,0.9605,0.67089,0.45365,0.51684,0.30789,1.7666,1.56772,1.24396,0.002476,0.002476,0.002476
230,37115.2,1.18393,0.68256,0.96064,0.67143,0.45404,0.5169,0.30775,1.76683,1.56881,1.24403,0.002443,0.002443,0.002443
231,37277.7,1.18242,0.68094,0.9589,0.67341,0.45381,0.51693,0.30779,1.7672,1.56937,1.24407,0.00241,0.00241,0.00241
232,37437.6,1.17912,0.67943,0.95931,0.67275,0.45368,0.51664,0.30762,1.76747,1.5699,1.24408,0.002377,0.002377,0.002377
233,37599.3,1.18159,0.6813,0.96027,0.67205,0.45508,0.51662,0.30756,1.76804,1.56958,1.24413,0.002344,0.002344,0.002344
234,37760.4,1.18009,0.67849,0.96097,0.6752,0.45307,0.51684,0.30775,1.76794,1.57057,1.24408,0.002311,0.002311,0.002311
235,37919.8,1.17962,0.67752,0.96058,0.67392,0.45394,0.51676,0.3075,1.76776,1.57193,1.24401,0.002278,0.002278,0.002278
236,38080,1.17595,0.67633,0.95943,0.67515,0.45293,0.51662,0.30717,1.76807,1.57276,1.24402,0.002245,0.002245,0.002245
237,38238.9,1.17809,0.67787,0.95923,0.67704,0.45304,0.51642,0.3072,1.76764,1.57379,1.24382,0.002212,0.002212,0.002212
238,38397.5,1.17956,0.6787,0.96014,0.67924,0.45249,0.51646,0.30721,1.76802,1.57558,1.24386,0.002179,0.002179,0.002179
239,38557.7,1.1755,0.67704,0.96004,0.67828,0.45295,0.51656,0.30732,1.76857,1.5769,1.24412,0.002146,0.002146,0.002146
240,38716.3,1.17465,0.67613,0.95818,0.68207,0.45289,0.51658,0.30726,1.76872,1.57901,1.24413,0.002113,0.002113,0.002113
241,38875.6,1.17314,0.67425,0.95936,0.68228,0.45262,0.51659,0.30703,1.76902,1.57978,1.2442,0.00208,0.00208,0.00208
242,39034.4,1.17384,0.67357,0.95781,0.68302,0.45249,0.51669,0.30701,1.76951,1.57975,1.24415,0.002047,0.002047,0.002047
243,39193.4,1.17307,0.67318,0.95746,0.68592,0.45153,0.51701,0.30745,1.76961,1.57954,1.24404,0.002014,0.002014,0.002014
244,39351.4,1.17116,0.67248,0.95799,0.68518,0.45171,0.51747,0.30769,1.76977,1.57954,1.24387,0.001981,0.001981,0.001981
245,39512.1,1.1753,0.67386,0.95717,0.68705,0.4513,0.51755,0.30785,1.76991,1.58102,1.2438,0.001948,0.001948,0.001948
246,39671.8,1.16977,0.67144,0.95714,0.68498,0.45198,0.51771,0.30804,1.76986,1.58151,1.24366,0.001915,0.001915,0.001915
247,39830.8,1.17001,0.66962,0.95712,0.68425,0.45191,0.51768,0.30781,1.77049,1.58268,1.24401,0.001882,0.001882,0.001882
248,39989.6,1.16905,0.66965,0.95654,0.68674,0.45207,0.51743,0.30775,1.77174,1.58387,1.24441,0.001849,0.001849,0.001849
249,40149.3,1.16663,0.66642,0.95589,0.68267,0.45418,0.51722,0.30757,1.77155,1.58439,1.24425,0.001816,0.001816,0.001816
250,40307.5,1.17033,0.67019,0.95739,0.68304,0.45435,0.51729,0.30765,1.77197,1.58545,1.24431,0.001783,0.001783,0.001783
251,40466.6,1.16622,0.66652,0.95607,0.68053,0.45497,0.51746,0.30769,1.77274,1.58666,1.24453,0.00175,0.00175,0.00175
252,40625.7,1.16544,0.66764,0.95643,0.68057,0.45497,0.51756,0.30785,1.77327,1.58954,1.24471,0.001717,0.001717,0.001717
253,40785.4,1.16615,0.66518,0.95593,0.68249,0.45522,0.51736,0.3077,1.77355,1.59171,1.24475,0.001684,0.001684,0.001684
254,40943.5,1.166,0.66748,0.95557,0.68391,0.4553,0.51765,0.30781,1.7737,1.59333,1.24476,0.001651,0.001651,0.001651
255,41103,1.16732,0.66783,0.9559,0.68337,0.45584,0.51774,0.30793,1.77412,1.59535,1.24463,0.001618,0.001618,0.001618
256,41261.1,1.15968,0.66327,0.95459,0.68537,0.45492,0.51781,0.30797,1.77388,1.59762,1.24443,0.001585,0.001585,0.001585
257,41419,1.16169,0.66364,0.95451,0.68554,0.45535,0.51748,0.30773,1.77433,1.60044,1.24475,0.001552,0.001552,0.001552
258,41577.3,1.15874,0.66,0.95343,0.68874,0.4541,0.51757,0.30789,1.77465,1.60317,1.24493,0.001519,0.001519,0.001519
259,41735.6,1.1644,0.66467,0.95553,0.68908,0.45385,0.51782,0.30804,1.7753,1.60438,1.24498,0.001486,0.001486,0.001486
260,41893.6,1.15673,0.66023,0.95203,0.68103,0.45766,0.51855,0.30853,1.77556,1.60533,1.24511,0.001453,0.001453,0.001453
261,42051.7,1.16093,0.66211,0.95478,0.68249,0.45622,0.51835,0.3087,1.77647,1.60635,1.24538,0.00142,0.00142,0.00142
262,42210.5,1.159,0.66041,0.95189,0.68109,0.45786,0.5184,0.30887,1.77686,1.6078,1.24533,0.001387,0.001387,0.001387
263,42370.5,1.15693,0.65758,0.95287,0.68495,0.45716,0.51865,0.30908,1.77734,1.6087,1.24547,0.001354,0.001354,0.001354
264,42528.8,1.15524,0.65804,0.95219,0.68585,0.45775,0.51889,0.30893,1.77807,1.60802,1.24571,0.001321,0.001321,0.001321
265,42687.9,1.15813,0.66089,0.95225,0.68639,0.45749,0.51899,0.30912,1.77838,1.60809,1.24564,0.001288,0.001288,0.001288
266,42846.3,1.15458,0.65641,0.9521,0.6884,0.45833,0.51908,0.30929,1.77844,1.60938,1.24558,0.001255,0.001255,0.001255
267,43005.7,1.15441,0.65749,0.95387,0.68795,0.45816,0.51904,0.30926,1.77928,1.61154,1.24571,0.001222,0.001222,0.001222
268,43164.3,1.15839,0.65708,0.95213,0.68894,0.45764,0.51895,0.30911,1.78004,1.61333,1.24609,0.001189,0.001189,0.001189
269,43323,1.15584,0.65686,0.95167,0.6888,0.45736,0.51865,0.30904,1.78074,1.61579,1.24625,0.001156,0.001156,0.001156
270,43481.4,1.15456,0.65621,0.95246,0.68626,0.45856,0.51859,0.30901,1.78124,1.61828,1.24646,0.001123,0.001123,0.001123
271,43639.6,1.15195,0.65419,0.95159,0.6889,0.45889,0.51867,0.30897,1.7824,1.61986,1.24689,0.00109,0.00109,0.00109
272,43797.7,1.15764,0.65641,0.9523,0.68824,0.45845,0.51877,0.30908,1.78335,1.62113,1.24736,0.001057,0.001057,0.001057
273,43955.4,1.15526,0.65619,0.95216,0.6901,0.45843,0.519,0.30928,1.7842,1.62213,1.2476,0.001024,0.001024,0.001024
274,44113.4,1.14787,0.65074,0.95011,0.69179,0.45661,0.51895,0.30928,1.78518,1.62392,1.24795,0.000991,0.000991,0.000991
275,44271.8,1.14702,0.65027,0.95012,0.69251,0.45613,0.51916,0.30951,1.78521,1.62639,1.24793,0.000958,0.000958,0.000958
276,44429.9,1.14904,0.6507,0.9501,0.68948,0.45815,0.5193,0.3094,1.7859,1.62767,1.24811,0.000925,0.000925,0.000925
277,44588.5,1.15154,0.65183,0.94996,0.69116,0.45782,0.51963,0.30962,1.78665,1.6285,1.2483,0.000892,0.000892,0.000892
278,44747.1,1.14872,0.64916,0.95122,0.69065,0.45787,0.5198,0.30979,1.78757,1.62923,1.24866,0.000859,0.000859,0.000859
279,44908.1,1.14678,0.65009,0.94922,0.69112,0.45859,0.51985,0.30992,1.78812,1.63049,1.24889,0.000826,0.000826,0.000826
280,45066.3,1.1487,0.64751,0.95017,0.69012,0.45899,0.52,0.31003,1.7889,1.6307,1.24919,0.000793,0.000793,0.000793
281,45226.1,1.14899,0.65029,0.9499,0.69151,0.45805,0.52017,0.30996,1.78948,1.63156,1.24949,0.00076,0.00076,0.00076
282,45384.1,1.14556,0.64671,0.94875,0.69073,0.45836,0.51991,0.30983,1.78952,1.63206,1.24952,0.000727,0.000727,0.000727
283,45542.5,1.14824,0.64838,0.94983,0.69321,0.45782,0.51973,0.30982,1.79005,1.63268,1.2497,0.000694,0.000694,0.000694
284,45702.7,1.14281,0.64616,0.94756,0.69428,0.4574,0.51975,0.30993,1.79069,1.63455,1.25005,0.000661,0.000661,0.000661
285,45862,1.14319,0.64602,0.94905,0.69619,0.45721,0.51979,0.31004,1.79142,1.63522,1.25032,0.000628,0.000628,0.000628
286,46020,1.14515,0.64581,0.94781,0.69481,0.45719,0.51968,0.31002,1.79169,1.63694,1.25051,0.000595,0.000595,0.000595
287,46177.8,1.13974,0.64171,0.94693,0.69577,0.45782,0.51952,0.30993,1.79247,1.63807,1.25096,0.000562,0.000562,0.000562
288,46338.8,1.14299,0.64287,0.9466,0.69732,0.457,0.51961,0.31019,1.79285,1.63965,1.25118,0.000529,0.000529,0.000529
289,46499,1.13954,0.64412,0.9481,0.69557,0.45763,0.51987,0.31021,1.79333,1.64103,1.25163,0.000496,0.000496,0.000496
290,46657.1,1.13882,0.64207,0.94793,0.69301,0.4587,0.51985,0.31046,1.793,1.64279,1.25151,0.000463,0.000463,0.000463
291,46815.4,1.1394,0.64029,0.9472,0.6898,0.45878,0.51948,0.31023,1.79328,1.64423,1.25168,0.00043,0.00043,0.00043
292,46975.7,1.13667,0.64052,0.94551,0.69102,0.45756,0.51922,0.30985,1.7936,1.64551,1.25203,0.000397,0.000397,0.000397
293,47134.6,1.14296,0.64339,0.94717,0.68872,0.45874,0.519,0.30987,1.794,1.64726,1.25228,0.000364,0.000364,0.000364
294,47293.1,1.13887,0.63998,0.94623,0.68964,0.45811,0.51873,0.31015,1.79443,1.6475,1.25257,0.000331,0.000331,0.000331
295,47451.5,1.13646,0.63782,0.94625,0.68861,0.45876,0.51863,0.30998,1.7951,1.64847,1.25285,0.000298,0.000298,0.000298
296,47611.2,1.13502,0.63796,0.94528,0.69316,0.45773,0.51841,0.30977,1.79535,1.64901,1.25303,0.000265,0.000265,0.000265
297,47768.9,1.13086,0.63507,0.9457,0.69307,0.45765,0.51824,0.3096,1.79567,1.64908,1.25332,0.000232,0.000232,0.000232
298,47927,1.13509,0.63698,0.94664,0.69313,0.45774,0.51824,0.30969,1.7957,1.64981,1.25346,0.000199,0.000199,0.000199
299,48085.9,1.13263,0.63444,0.9455,0.69351,0.45699,0.51779,0.30948,1.79608,1.64923,1.2536,0.000166,0.000166,0.000166
300,48244.1,1.12998,0.63407,0.94481,0.69443,0.45556,0.51755,0.30947,1.79621,1.64984,1.25376,0.000133,0.000133,0.000133
