epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,49134.6,1.23818,0.76308,0.97803,0.61736,0.45243,0.49668,0.28574,1.74835,1.5707,1.22665,0.003796,0.003796,0.003796
190,49390.9,1.23518,0.76101,0.97731,0.61776,0.45153,0.49663,0.28569,1.7484,1.57311,1.22672,0.003763,0.003763,0.003763
191,49647.1,1.23615,0.76071,0.97866,0.61341,0.453,0.49624,0.28542,1.74851,1.57496,1.22683,0.00373,0.00373,0.00373
192,49903.5,1.23784,0.76081,0.97796,0.61802,0.45039,0.49627,0.28522,1.74883,1.57724,1.22698,0.003697,0.003697,0.003697
193,50159.5,1.23706,0.76388,0.97749,0.61405,0.45025,0.49619,0.28518,1.74936,1.5792,1.22703,0.003664,0.003664,0.003664
194,50415.9,1.23582,0.76022,0.97619,0.6146,0.44927,0.49596,0.28527,1.74933,1.58196,1.22692,0.003631,0.003631,0.003631
195,50672.2,1.23162,0.7575,0.9754,0.61285,0.44894,0.49575,0.28533,1.74899,1.58413,1.22667,0.003598,0.003598,0.003598
196,50928.4,1.23365,0.76026,0.97644,0.61204,0.44931,0.49578,0.28514,1.74908,1.58565,1.22659,0.003565,0.003565,0.003565
197,51184.6,1.2336,0.75929,0.97725,0.61551,0.44844,0.49593,0.28533,1.74914,1.58717,1.22649,0.003532,0.003532,0.003532
198,51441,1.23579,0.76031,0.97709,0.61608,0.44816,0.49584,0.28552,1.7488,1.58961,1.22623,0.003499,0.003499,0.003499
199,51697.3,1.22781,0.7545,0.97475,0.6175,0.44837,0.49566,0.28552,1.74855,1.59186,1.22608,0.003466,0.003466,0.003466
200,51953.6,1.23183,0.75698,0.97548,0.61863,0.44697,0.49554,0.28561,1.74852,1.59353,1.22582,0.003433,0.003433,0.003433
201,52209.9,1.22977,0.75687,0.9755,0.61933,0.44648,0.49533,0.28587,1.74818,1.59507,1.22559,0.0034,0.0034,0.0034
202,52466.2,1.22934,0.75562,0.97605,0.61872,0.44542,0.49529,0.28588,1.74741,1.5969,1.22515,0.003367,0.003367,0.003367
203,52722.7,1.22785,0.75546,0.97597,0.61993,0.44568,0.49537,0.28609,1.74673,1.59779,1.22495,0.003334,0.003334,0.003334
204,52979,1.22985,0.75358,0.9741,0.62183,0.44548,0.49558,0.28621,1.74619,1.59866,1.22461,0.003301,0.003301,0.003301
205,53235.1,1.22984,0.75348,0.97521,0.6232,0.44529,0.49547,0.28624,1.74609,1.60031,1.22431,0.003268,0.003268,0.003268
206,53491.2,1.22673,0.7515,0.97343,0.62151,0.44745,0.49519,0.28651,1.74565,1.60149,1.22399,0.003235,0.003235,0.003235
207,53747.9,1.22485,0.75002,0.97266,0.61871,0.44728,0.49524,0.2864,1.7451,1.60292,1.22368,0.003202,0.003202,0.003202
208,54004.3,1.22734,0.75179,0.97397,0.62098,0.44515,0.49499,0.28627,1.74493,1.60532,1.22361,0.003169,0.003169,0.003169
209,54260.3,1.2279,0.75184,0.97427,0.62066,0.44697,0.495,0.28625,1.7455,1.60653,1.2238,0.003136,0.003136,0.003136
210,54516.5,1.22379,0.74981,0.97222,0.61941,0.44782,0.49504,0.28634,1.74564,1.60796,1.22385,0.003103,0.003103,0.003103
211,54772.5,1.22107,0.75189,0.97388,0.62235,0.44704,0.49503,0.28649,1.74527,1.61,1.22357,0.00307,0.00307,0.00307
212,55028.5,1.22409,0.74892,0.9731,0.62193,0.44731,0.49493,0.28639,1.74519,1.61077,1.22345,0.003037,0.003037,0.003037
213,55284.8,1.22222,0.74746,0.97324,0.6196,0.44801,0.4949,0.28614,1.74511,1.61185,1.22322,0.003004,0.003004,0.003004
214,55540.9,1.22056,0.74745,0.97365,0.62406,0.44687,0.49495,0.2862,1.7446,1.61219,1.22295,0.002971,0.002971,0.002971
215,55796.7,1.21282,0.74206,0.97045,0.62589,0.44608,0.49485,0.28623,1.74467,1.61459,1.22297,0.002938,0.002938,0.002938
216,56053.3,1.21953,0.7443,0.97159,0.6242,0.44643,0.49474,0.28613,1.74416,1.61634,1.2226,0.002905,0.002905,0.002905
217,56309.3,1.21661,0.74411,0.97077,0.62372,0.44675,0.49471,0.2863,1.74369,1.61769,1.2223,0.002872,0.002872,0.002872
218,56565.5,1.22027,0.74657,0.97127,0.62809,0.4435,0.49459,0.28631,1.74325,1.61782,1.22191,0.002839,0.002839,0.002839
219,56821.6,1.21922,0.74642,0.97099,0.62726,0.44353,0.49456,0.28666,1.74296,1.61948,1.22171,0.002806,0.002806,0.002806
220,57077.5,1.21872,0.74502,0.97136,0.62629,0.44466,0.49481,0.28675,1.74215,1.62093,1.22129,0.002773,0.002773,0.002773
221,57333.8,1.22117,0.74608,0.97329,0.6265,0.44445,0.49469,0.28676,1.74234,1.62328,1.22116,0.00274,0.00274,0.00274
222,57589.9,1.21037,0.73899,0.96933,0.62579,0.44419,0.49446,0.28675,1.74227,1.62429,1.22091,0.002707,0.002707,0.002707
223,57846.2,1.21398,0.73948,0.96861,0.62634,0.44461,0.4947,0.28686,1.74231,1.62581,1.22074,0.002674,0.002674,0.002674
224,58102.5,1.21403,0.73935,0.96935,0.62561,0.44417,0.49431,0.28662,1.74212,1.62765,1.22043,0.002641,0.002641,0.002641
225,58358.4,1.20864,0.73817,0.9669,0.62437,0.44373,0.49421,0.28682,1.74206,1.62838,1.22003,0.002608,0.002608,0.002608
226,58614.7,1.21519,0.74137,0.96835,0.62212,0.44536,0.4938,0.28664,1.74198,1.63013,1.2199,0.002575,0.002575,0.002575
227,58871.2,1.21281,0.73951,0.96783,0.6221,0.44538,0.49331,0.28657,1.7421,1.63232,1.21969,0.002542,0.002542,0.002542
228,59127.4,1.21391,0.74008,0.96847,0.62123,0.44588,0.49317,0.28667,1.74228,1.63299,1.21953,0.002509,0.002509,0.002509
229,59383.5,1.20762,0.73653,0.96632,0.62231,0.44514,0.49264,0.28641,1.7429,1.63519,1.21959,0.002476,0.002476,0.002476
230,59639.4,1.21109,0.73834,0.96756,0.62144,0.4458,0.49201,0.28601,1.74378,1.63969,1.21982,0.002443,0.002443,0.002443
231,59895.5,1.21116,0.73732,0.96692,0.62183,0.44485,0.49165,0.28581,1.74452,1.64412,1.2201,0.00241,0.00241,0.00241
232,60151.7,1.20836,0.73406,0.96657,0.62293,0.4446,0.49196,0.28578,1.74535,1.64702,1.22036,0.002377,0.002377,0.002377
233,60408.2,1.21002,0.73496,0.9659,0.62318,0.44376,0.49193,0.2858,1.74596,1.64894,1.2205,0.002344,0.002344,0.002344
234,60664.1,1.20508,0.733,0.96713,0.62429,0.44306,0.49179,0.28603,1.74625,1.65118,1.2205,0.002311,0.002311,0.002311
235,60919.9,1.20727,0.73565,0.96674,0.62115,0.44376,0.49176,0.28581,1.74623,1.65338,1.22045,0.002278,0.002278,0.002278
236,61176.3,1.20838,0.73654,0.96733,0.62014,0.44522,0.49183,0.28602,1.74674,1.65456,1.22049,0.002245,0.002245,0.002245
237,61432.6,1.20608,0.7321,0.96556,0.62129,0.44519,0.49188,0.28576,1.74727,1.65606,1.22065,0.002212,0.002212,0.002212
238,61688.5,1.20033,0.73112,0.96621,0.62013,0.44598,0.49168,0.28582,1.74778,1.65916,1.22084,0.002179,0.002179,0.002179
239,61944.5,1.20487,0.73216,0.96756,0.62006,0.44543,0.49139,0.28589,1.74766,1.65968,1.22074,0.002146,0.002146,0.002146
240,62200.5,1.20559,0.73024,0.96645,0.62053,0.44421,0.49086,0.28604,1.74812,1.66215,1.22083,0.002113,0.002113,0.002113
241,62456.4,1.20429,0.73238,0.96727,0.61973,0.44548,0.49132,0.28611,1.74891,1.66407,1.22103,0.00208,0.00208,0.00208
242,62712.4,1.20082,0.72837,0.96505,0.62078,0.44521,0.49145,0.28579,1.74927,1.66661,1.22095,0.002047,0.002047,0.002047
243,62968.9,1.20441,0.73112,0.96375,0.61938,0.44587,0.4912,0.28574,1.7494,1.66711,1.2209,0.002014,0.002014,0.002014
244,63225,1.20001,0.7272,0.96382,0.62008,0.44483,0.49123,0.28579,1.74984,1.6688,1.22101,0.001981,0.001981,0.001981
245,63480.8,1.20238,0.72862,0.96225,0.61901,0.44628,0.49113,0.28572,1.74971,1.66968,1.22105,0.001948,0.001948,0.001948
246,63737,1.19909,0.72538,0.96367,0.61984,0.44466,0.49129,0.28582,1.74957,1.67094,1.22084,0.001915,0.001915,0.001915
247,63993.3,1.19783,0.72457,0.96268,0.62157,0.44416,0.49116,0.28583,1.74997,1.67197,1.22085,0.001882,0.001882,0.001882
248,64249.4,1.19952,0.72415,0.96257,0.6208,0.44466,0.49113,0.28585,1.75023,1.67397,1.22098,0.001849,0.001849,0.001849
249,64505.5,1.19825,0.72604,0.96232,0.62096,0.44492,0.49147,0.28603,1.75,1.6757,1.22093,0.001816,0.001816,0.001816
250,64761.4,1.20072,0.72742,0.96403,0.6186,0.44587,0.49123,0.28604,1.75006,1.678,1.2209,0.001783,0.001783,0.001783
251,65017.4,1.19559,0.72262,0.96258,0.61819,0.44491,0.49058,0.2861,1.75011,1.68157,1.22099,0.00175,0.00175,0.00175
252,65273.2,1.19404,0.72109,0.96191,0.61935,0.44386,0.49077,0.286,1.75009,1.68425,1.22091,0.001717,0.001717,0.001717
253,65529.6,1.19274,0.71865,0.96122,0.62055,0.44306,0.49018,0.28608,1.74986,1.68587,1.22081,0.001684,0.001684,0.001684
254,65785.8,1.1919,0.7216,0.96206,0.62025,0.44278,0.4904,0.28638,1.74973,1.68816,1.22069,0.001651,0.001651,0.001651
255,66042.3,1.19706,0.72164,0.96061,0.62001,0.44222,0.49005,0.28621,1.74981,1.68974,1.2205,0.001618,0.001618,0.001618
256,66298.3,1.1953,0.72071,0.96113,0.62092,0.44181,0.48987,0.28618,1.74985,1.69156,1.22036,0.001585,0.001585,0.001585
257,66554.5,1.19184,0.71932,0.96158,0.62022,0.44309,0.4898,0.28614,1.75002,1.69155,1.22015,0.001552,0.001552,0.001552
258,66810.8,1.19049,0.71767,0.96032,0.61981,0.44307,0.48973,0.28612,1.75025,1.69332,1.22013,0.001519,0.001519,0.001519
259,67067,1.18612,0.71755,0.95992,0.62071,0.44356,0.48958,0.28597,1.7503,1.69637,1.2202,0.001486,0.001486,0.001486
260,67323.2,1.18611,0.71473,0.9583,0.6211,0.44269,0.48946,0.28588,1.75036,1.69744,1.22014,0.001453,0.001453,0.001453
261,67579.2,1.19192,0.71785,0.96092,0.62156,0.44197,0.48947,0.28594,1.75032,1.69939,1.22,0.00142,0.00142,0.00142
262,67835.4,1.18499,0.71457,0.95759,0.62249,0.4428,0.48968,0.28611,1.7501,1.70099,1.22,0.001387,0.001387,0.001387
263,68092.1,1.18684,0.714,0.95752,0.62186,0.44277,0.4892,0.28571,1.75056,1.70355,1.2202,0.001354,0.001354,0.001354
264,68348.3,1.18895,0.71597,0.96006,0.62259,0.44272,0.48948,0.28575,1.75072,1.70371,1.22023,0.001321,0.001321,0.001321
265,68604.7,1.18974,0.71738,0.95904,0.62237,0.44215,0.48953,0.28566,1.75093,1.7047,1.22037,0.001288,0.001288,0.001288
266,68861,1.18342,0.71206,0.95848,0.62264,0.4419,0.48979,0.28586,1.75148,1.70691,1.22056,0.001255,0.001255,0.001255
267,69117.2,1.18602,0.71202,0.95873,0.62279,0.44225,0.48984,0.28592,1.75225,1.70936,1.22096,0.001222,0.001222,0.001222
268,69373.7,1.18406,0.71241,0.95669,0.6229,0.44198,0.48963,0.28573,1.75213,1.71034,1.22106,0.001189,0.001189,0.001189
269,69629.9,1.18368,0.71223,0.95831,0.6219,0.44293,0.48943,0.28573,1.75205,1.71089,1.22105,0.001156,0.001156,0.001156
270,69885.8,1.18072,0.71214,0.95703,0.62206,0.44242,0.48914,0.28552,1.75202,1.71242,1.22106,0.001123,0.001123,0.001123
271,70141.8,1.18371,0.7113,0.95743,0.62052,0.44266,0.48887,0.28545,1.75196,1.7136,1.221,0.00109,0.00109,0.00109
272,70397.7,1.17994,0.70897,0.95737,0.62031,0.44252,0.48873,0.28533,1.75211,1.71422,1.22092,0.001057,0.001057,0.001057
273,70653.7,1.18023,0.70968,0.95797,0.61939,0.44297,0.48864,0.28541,1.75191,1.71372,1.22068,0.001024,0.001024,0.001024
274,70910,1.17685,0.70802,0.95658,0.61856,0.44285,0.48859,0.28542,1.75202,1.71419,1.22061,0.000991,0.000991,0.000991
275,71166.1,1.17858,0.70812,0.95691,0.61578,0.4443,0.48853,0.28504,1.75186,1.71367,1.22046,0.000958,0.000958,0.000958
276,71422.1,1.1766,0.7067,0.95602,0.61546,0.44374,0.4886,0.2852,1.75205,1.71376,1.22036,0.000925,0.000925,0.000925
277,71678.4,1.18472,0.70936,0.95693,0.61445,0.44376,0.48839,0.28526,1.75214,1.71404,1.22026,0.000892,0.000892,0.000892
278,71934.8,1.18001,0.70723,0.95564,0.61271,0.44452,0.48832,0.28511,1.75229,1.71349,1.22009,0.000859,0.000859,0.000859
279,72191,1.1725,0.70306,0.95494,0.61083,0.44636,0.48843,0.28496,1.75248,1.71183,1.22008,0.000826,0.000826,0.000826
280,72446.8,1.17348,0.70432,0.95534,0.6094,0.44604,0.48864,0.28502,1.75249,1.71016,1.21994,0.000793,0.000793,0.000793
281,72703.4,1.17298,0.70266,0.9551,0.60736,0.44672,0.48877,0.28508,1.75196,1.70831,1.21983,0.00076,0.00076,0.00076
282,72960,1.17392,0.70252,0.95316,0.61066,0.4453,0.4891,0.28527,1.75207,1.7065,1.21973,0.000727,0.000727,0.000727
283,73215.9,1.16958,0.70003,0.95392,0.61097,0.44484,0.4893,0.28547,1.75192,1.7059,1.21973,0.000694,0.000694,0.000694
284,73472,1.17195,0.69995,0.95253,0.61007,0.44517,0.48966,0.2857,1.75202,1.70453,1.21963,0.000661,0.000661,0.000661
285,73728.1,1.17037,0.70046,0.95271,0.60986,0.44456,0.48973,0.28557,1.75245,1.70206,1.21963,0.000628,0.000628,0.000628
286,73984.3,1.17015,0.69845,0.95334,0.60905,0.44495,0.49003,0.28598,1.75195,1.70029,1.21938,0.000595,0.000595,0.000595
287,74240.6,1.17376,0.7023,0.95389,0.61057,0.44395,0.4903,0.28622,1.75242,1.70029,1.21954,0.000562,0.000562,0.000562
288,74497.2,1.17264,0.69929,0.95215,0.61094,0.44463,0.49054,0.2863,1.75236,1.69908,1.21943,0.000529,0.000529,0.000529
289,74753.2,1.16719,0.69694,0.95241,0.61436,0.44346,0.49073,0.28629,1.75221,1.69684,1.21918,0.000496,0.000496,0.000496
290,75009.3,1.16371,0.69552,0.95281,0.61347,0.44399,0.49091,0.28653,1.75252,1.695,1.21911,0.000463,0.000463,0.000463
291,75265.4,1.16686,0.69499,0.95139,0.61101,0.4445,0.49075,0.28652,1.75257,1.69221,1.21892,0.00043,0.00043,0.00043
292,75521.2,1.16745,0.69566,0.95126,0.61111,0.44367,0.49092,0.28652,1.75297,1.69038,1.21892,0.000397,0.000397,0.000397
293,75777.2,1.16367,0.6939,0.95152,0.6127,0.44258,0.49074,0.28643,1.75282,1.68789,1.21867,0.000364,0.000364,0.000364
294,76033.2,1.16248,0.69218,0.95091,0.61321,0.44159,0.4907,0.28646,1.75281,1.68464,1.21853,0.000331,0.000331,0.000331
295,76289.2,1.16324,0.69282,0.951,0.61176,0.44224,0.49088,0.28646,1.75312,1.6822,1.21849,0.000298,0.000298,0.000298
296,76545.5,1.16868,0.69723,0.95231,0.61171,0.44211,0.49079,0.28649,1.75375,1.67977,1.21859,0.000265,0.000265,0.000265
297,76801.2,1.16209,0.69187,0.95072,0.61218,0.44193,0.49082,0.28644,1.75403,1.6783,1.21864,0.000232,0.000232,0.000232
298,77057.2,1.16034,0.69212,0.95102,0.61205,0.4416,0.4908,0.28639,1.75424,1.67748,1.21854,0.000199,0.000199,0.000199
299,77313,1.16039,0.69077,0.94949,0.61263,0.44138,0.49116,0.2863,1.75439,1.67557,1.21848,0.000166,0.000166,0.000166
300,77568.8,1.15682,0.68716,0.94999,0.61309,0.44128,0.49103,0.28642,1.75482,1.67521,1.21862,0.000133,0.000133,0.000133
